Symbol,Nasdaq Traded,Security Name,Listing Exchange,Market Category,ETF,Round Lot Size,Test Issue,Financial Status,CQS Symbol,NASDAQ Symbol,NextShares
AKBA,True,"Akebia Therapeutics, Inc. - Common Stock",Q,G,False,100.0,False,N,,AKBA,False
AKCA,True,"Akcea Therapeutics, Inc. - Common Stock",Q,Q,False,100.0,False,N,,AKCA,False
AKER,True,Akers Biosciences Inc - Common Stock,Q,S,False,100.0,False,D,,AKER,False
AKG,True,Asanko Gold Inc.,A, ,False,100.0,False,,AKG,AKG,False
AKO.A,True,Embotelladora Andina S.A. Common Stock,N, ,False,100.0,False,,AKO.A,AKO.A,False
AKO.B,True,Embotelladora Andina S.A. Common Stock,N, ,False,100.0,False,,AKO.B,AKO.B,False
AKP,True,Alliance California Municipal Income Fund Inc,N, ,False,100.0,False,,AKP,AKP,False
AKR,True,Acadia Realty Trust Common Stock,N, ,False,100.0,False,,AKR,AKR,False
AKRX,True,"Akorn, Inc. - Common Stock",Q,Q,False,100.0,False,N,,AKRX,False
AKS,True,AK Steel Holding Corporation Common Stock,N, ,False,100.0,False,,AKS,AKS,False
AKTS,True,"Akoustis Technologies, Inc. - Common Stock",Q,S,False,100.0,False,N,,AKTS,False
AKTX,True,Akari Therapeutics Plc - American Depositary Shares,Q,S,False,100.0,False,N,,AKTX,False
AL,True,Air Lease Corporation Class A Common Stock,N, ,False,100.0,False,,AL,AL,False
ALB,True,Albemarle Corporation Common Stock,N, ,False,100.0,False,,ALB,ALB,False
ALBO,True,"Albireo Pharma, Inc. - Common Stock",Q,S,False,100.0,False,N,,ALBO,False
ALCO,True,"Alico, Inc. - Common Stock",Q,Q,False,100.0,False,N,,ALCO,False
ALD,True,WisdomTree Asia Local Debt Fund ETF,P, ,True,100.0,False,,ALD,ALD,False
ALDR,True,"Alder BioPharmaceuticals, Inc. - Common Stock",Q,G,False,100.0,False,N,,ALDR,False
ALDX,True,"Aldeyra Therapeutics, Inc. - Common Stock",Q,S,False,100.0,False,N,,ALDX,False
ALE,True,"Allete, Inc.",N, ,False,100.0,False,,ALE,ALE,False
ALEX,True,"Alexander & Baldwin, Inc. Common Stock REIT Holding Company",N, ,False,100.0,False,,ALEX,ALEX,False
ALFA,True,AlphaClone Alternative Alpha ETF,Z, ,True,100.0,False,,ALFA,ALFA,False
ALFI,True,AlphaClone International ETF,Z, ,True,100.0,False,,ALFI,ALFI,False
ALG,True,"Alamo Group, Inc. Common Stock",N, ,False,100.0,False,,ALG,ALG,False
ALGN,True,"Align Technology, Inc. - Common Stock",Q,Q,False,100.0,False,N,,ALGN,False
ALGT,True,Allegiant Travel Company - Common Stock,Q,Q,False,100.0,False,N,,ALGT,False
ALIM,True,"Alimera Sciences, Inc. - Common Stock",Q,G,False,100.0,False,N,,ALIM,False
ALJJ,True,"ALJ Regional Holdings, Inc. - Common Stock",Q,G,False,100.0,False,N,,ALJJ,False
ALK,True,"Alaska Air Group, Inc. Common Stock",N, ,False,100.0,False,,ALK,ALK,False
ALKS,True,Alkermes plc - Ordinary Shares,Q,Q,False,100.0,False,N,,ALKS,False
ALL,True,Allstate Corporation (The) Common Stock,N, ,False,100.0,False,,ALL,ALL,False
ALL$A,True,Allstate Corporation (The) Dep Shs Repstg 1/1000th Perp Pfd Ser A,N, ,False,100.0,False,,ALLpA,ALL-A,False
ALL$B,True,Allstate Corporation (The) 5.100% Fixed-to-Floating Rate Subordinated Debentures due 2053,N, ,False,100.0,False,,ALLpB,ALL-B,False
ALL$C,True,Allstate Corporation (The) Dep Shs Repstg 1/1000th Int Shs Pfd Stk Ser C,N, ,False,100.0,False,,ALLpC,ALL-C,False
ALL$D,True,The Allstate Corporation Leopards Each Representing A 1/1000th Interest In A Share Of Fixed Rate Noncumulative Perpetual Preferred Stock Series D,N, ,False,100.0,False,,ALLpD,ALL-D,False
ALL$E,True,Allstate Corporation Depositary Shares Representing 1/1000th Perpetual Preferred Series E,N, ,False,100.0,False,,ALLpE,ALL-E,False
ALL$F,True,Allstate Corporation (The) Leopards Dep Shares Representing 1/1000th Perp Pfd,N, ,False,100.0,False,,ALLpF,ALL-F,False
ALLE,True,Allegion plc Ordinary Shares,N, ,False,100.0,False,,ALLE,ALLE,False
ALLT,True,Allot Communications Ltd. - Ordinary Shares,Q,Q,False,100.0,False,N,,ALLT,False
ALLY,True,Ally Financial Inc. Common Stock,N, ,False,100.0,False,,ALLY,ALLY,False
ALLY$A,True,"GMAC Capital Trust I Fixed Rate Floating Rate Trust Preferred Securities, Series 2",N, ,False,100.0,False,,ALLYpA,ALLY-A,False
ALN,True,American Lorain Corporation Common Stock,A, ,False,100.0,False,,ALN,ALN,False
ALNA,True,"Allena Pharmaceuticals, Inc. - Common Stock",Q,Q,False,100.0,False,N,,ALNA,False
ALNY,True,"Alnylam Pharmaceuticals, Inc. - Common Stock",Q,Q,False,100.0,False,N,,ALNY,False
ALO,True,Alio Gold Inc. Common Shares (Canada),A, ,False,100.0,False,,ALO,ALO,False
ALOG,True,Analogic Corporation - Common Stock,Q,Q,False,100.0,False,N,,ALOG,False
ALOT,True,"AstroNova, Inc. - Common Stock",Q,G,False,100.0,False,N,,ALOT,False
ALP$Q,True,"Alabama Power Company 5.00% Class A Preferred Stock, Cumulative, Par Value $1 Per Share (Stated Capital $25 Per Share)",N, ,False,100.0,False,,ALPpQ,ALP-Q,False
ALPN,True,"Alpine Immune Sciences, Inc. - Common Stock",Q,G,False,100.0,False,N,,ALPN,False
ALQA,True,"Alliqua BioMedical, Inc. - Common Stock",Q,S,False,100.0,False,N,,ALQA,False
ALRM,True,"Alarm.com Holdings, Inc. - Common Stock",Q,Q,False,100.0,False,N,,ALRM,False
ALRN,True,"Aileron Therapeutics, Inc. - Common Stock",Q,G,False,100.0,False,N,,ALRN,False
ALSK,True,"Alaska Communications Systems Group, Inc. - Common Stock",Q,Q,False,100.0,False,N,,ALSK,False
ALSN,True,"Allison Transmission Holdings, Inc. Common Stock",N, ,False,100.0,False,,ALSN,ALSN,False
ALT,True,"Altimmune, Inc. - Common Stock",Q,G,False,100.0,False,N,,ALT,False
ALTR,True,Altair Engineering Inc. - Class A Common Stock,Q,Q,False,100.0,False,N,,ALTR,False
ALTS,True,ProShares Morningstar Alternatives Solution ETF,Z, ,True,100.0,False,,ALTS,ALTS,False
ALTY,True,Global X SuperDividend Alternatives ETF,Q,G,True,100.0,False,N,,ALTY,False
ALV,True,"Autoliv, Inc. Common Stock",N, ,False,100.0,False,,ALV,ALV,False
ALX,True,"Alexander's, Inc. Common Stock",N, ,False,100.0,False,,ALX,ALX,False
ALXN,True,"Alexion Pharmaceuticals, Inc. - Common Stock",Q,Q,False,100.0,False,N,,ALXN,False
AM,True,Antero Midstream Partners LP Common Units representing limited partner interests,N, ,False,100.0,False,,AM,AM,False
AMAG,True,"AMAG Pharmaceuticals, Inc. - Common Stock",Q,Q,False,100.0,False,N,,AMAG,False
AMAT,True,"Applied Materials, Inc. - Common Stock",Q,Q,False,100.0,False,N,,AMAT,False
AMBA,True,"Ambarella, Inc. - Ordinary Shares",Q,Q,False,100.0,False,N,,AMBA,False
AMBC,True,"Ambac Financial Group, Inc. - Common Stock",Q,Q,False,100.0,False,N,,AMBC,False
AMBCW,True,"Ambac Financial Group, Inc. - Warrants",Q,Q,False,100.0,False,N,,AMBCW,False
AMBR,True,"Amber Road, Inc. Common Stock",N, ,False,100.0,False,,AMBR,AMBR,False
AMC,True,"AMC Entertainment Holdings, Inc. Class A Common Stock",N, ,False,100.0,False,,AMC,AMC,False
AMCA,True,iShares Russell 1000 Pure U.S. Revenue ETF,Q,G,True,100.0,False,N,,AMCA,False
AMCN,True,"AirMedia Group Inc - American Depositary Shares, each representing two ordinary shares",Q,Q,False,100.0,False,N,,AMCN,False
AMCX,True,AMC Networks Inc. - Class A Common Stock,Q,Q,False,100.0,False,N,,AMCX,False
AMD,True,"Advanced Micro Devices, Inc. - Common Stock",Q,S,False,100.0,False,N,,AMD,False
AMDA,True,Amedica Corporation - Common Stock,Q,S,False,100.0,False,D,,AMDA,False
AME,True,"AMETEK, Inc.",N, ,False,100.0,False,,AME,AME,False
AMED,True,Amedisys Inc - Common Stock,Q,Q,False,100.0,False,N,,AMED,False
AMEH,True,"Apollo Medical Holdings, Inc. - Common Stock",Q,S,False,100.0,False,N,,AMEH,False
AMG,True,"Affiliated Managers Group, Inc. Common Stock",N, ,False,100.0,False,,AMG,AMG,False
AMGN,True,Amgen Inc. - Common Stock,Q,Q,False,100.0,False,N,,AMGN,False
AMGP,True,Antero Midstream GP LP Common Shares of Beneficial Interests,N, ,False,100.0,False,,AMGP,AMGP,False
AMH,True,American Homes 4 Rent Common Shares of Beneficial Interest,N, ,False,100.0,False,,AMH,AMH,False
AMH$C,True,American Homes 4 Rent Participating Pfd Ser C,N, ,False,100.0,False,,AMHpC,AMH-C,False
AMH$D,True,American Homes 4 Rent 6.5% Series D Cumulative Perpetual Preferred Shares of Beneficial Interest,N, ,False,100.0,False,,AMHpD,AMH-D,False
AMH$E,True,American Homes 4 Rent 6.35% Series E Cumulative Redeemable Perpetual Preferred Shares of Beneficial Interest,N, ,False,100.0,False,,AMHpE,AMH-E,False
AMH$F,True,American Homes 4 Rent 5.875% Series F Cumulative Redeemable Perpetual Preferred Shares,N, ,False,100.0,False,,AMHpF,AMH-F,False
AMH$G,True,American Homes 4 Rent Series G cumulative redeemable perpetual preferred shares of beneficial interest,N, ,False,100.0,False,,AMHpG,AMH-G,False
AMID,True,"American Midstream Partners, LP Common Units representing Limited Partner Interests",N, ,False,100.0,False,,AMID,AMID,False
AMJ,True,JPMorgan Chase Capital XVI JP Morgan Alerian MLP ETN,P, ,False,100.0,False,,AMJ,AMJ,False
AMJL,True,"Credit Suisse X-Links Monthly Pay 2xLeveraged Alerian MLP Index Exchange Traded Notes due May 16, 2036",P, ,False,100.0,False,,AMJL,AMJL,False
AMKR,True,"Amkor Technology, Inc. - Common Stock",Q,Q,False,100.0,False,N,,AMKR,False
AMLP,True,Alerian MLP ETF,P, ,True,100.0,False,,AMLP,AMLP,False
AMLX,True,Amplify YieldShares Oil Hedged MLP Income ETF,Z, ,True,100.0,False,,AMLX,AMLX,False
AMMA,True,"Alliance MMA, Inc. - Common Stock",Q,S,False,100.0,False,D,,AMMA,False
AMN,True,AMN Healthcare Services Inc AMN Healthcare Services Inc,N, ,False,100.0,False,,AMN,AMN,False
AMNB,True,"American National Bankshares, Inc. - Common Stock",Q,Q,False,100.0,False,N,,AMNB,False
AMOT,True,"Allied Motion Technologies, Inc. - Common Stock",Q,G,False,100.0,False,N,,AMOT,False
AMOV,True,"America Movil, S.A.B. de C.V. Class A American Depositary Shares",N, ,False,100.0,False,,AMOV,AMOV,False
AMP,True,"Ameriprise Financial, Inc. Common Stock",N, ,False,100.0,False,,AMP,AMP,False
AMPE,True,"Ampio Pharmaceuticals, Inc.",A, ,False,100.0,False,,AMPE,AMPE,False
AMPH,True,"Amphastar Pharmaceuticals, Inc. - Common Stock",Q,Q,False,100.0,False,N,,AMPH,False
AMR,True,"Alta Mesa Resources, Inc. - Class A Common Stock",Q,S,False,100.0,False,N,,AMR,False
AMRB,True,American River Bankshares - Common Stock,Q,Q,False,100.0,False,N,,AMRB,False
AMRC,True,"Ameresco, Inc. Class A Common Stock",N, ,False,100.0,False,,AMRC,AMRC,False
AMRH,True,"Ameri Holdings, Inc. - Common Stock",Q,S,False,100.0,False,N,,AMRH,False
AMRHW,True,"Ameri Holdings, Inc. - Warrant",Q,S,False,100.0,False,N,,AMRHW,False
AMRK,True,"A-Mark Precious Metals, Inc. - Common Stock",Q,Q,False,100.0,False,N,,AMRK,False
AMRN,True,"Amarin Corporation plc - American Depositary Shares, each representing one Ordinary Share",Q,G,False,100.0,False,N,,AMRN,False
AMRS,True,"Amyris, Inc. - Common Stock",Q,Q,False,100.0,False,N,,AMRS,False
AMRWW,True,"Alta Mesa Resources, Inc. - Warrant",Q,S,False,100.0,False,N,,AMRWW,False
AMS,True,American Shared Hospital Services Common Stock,A, ,False,100.0,False,,AMS,AMS,False
AMSC,True,American Superconductor Corporation - Common Stock,Q,Q,False,100.0,False,N,,AMSC,False
AMSF,True,"AMERISAFE, Inc. - Common Stock",Q,Q,False,100.0,False,N,,AMSF,False
AMSWA,True,"American Software, Inc. - Class A Common Stock",Q,Q,False,100.0,False,N,,AMSWA,False
AMT,True,American Tower Corporation (REIT) Common Stock,N, ,False,100.0,False,,AMT,AMT,False
AMTD,True,TD Ameritrade Holding Corporation - Common Stock,Q,Q,False,100.0,False,N,,AMTD,False
AMTX,True,"Aemetis, Inc - Common Stock",Q,G,False,100.0,False,N,,AMTX,False
AMU,True,ETRACS Alerian MLP Index ETN,P, ,False,100.0,False,,AMU,AMU,False
AMUB,True,"ETRACS Alerian MLP Index ETN Series B due July 18, 2042",P, ,False,100.0,False,,AMUB,AMUB,False
AMWD,True,American Woodmark Corporation - Common Stock,Q,Q,False,100.0,False,N,,AMWD,False
AMX,True,"America Movil, S.A.B. de C.V. American Depository Receipt Series L",N, ,False,100.0,False,,AMX,AMX,False
AMZA,True,InfraCap MLP ETF,P, ,True,100.0,False,,AMZA,AMZA,False
AMZN,True,"Amazon.com, Inc. - Common Stock",Q,Q,False,100.0,False,N,,AMZN,False
AN,True,"AutoNation, Inc. Common Stock",N, ,False,100.0,False,,AN,AN,False
ANAB,True,"AnaptysBio, Inc. - Common Stock",Q,Q,False,100.0,False,N,,ANAB,False
ANAT,True,American National Insurance Company - Common Stock,Q,Q,False,100.0,False,N,,ANAT,False
ANCB,True,Anchor Bancorp - Common Stock,Q,G,False,100.0,False,N,,ANCB,False
ANCX,True,Access National Corporation - Common Stock,Q,G,False,100.0,False,N,,ANCX,False
ANDE,True,"The Andersons, Inc. - Common Stock",Q,Q,False,100.0,False,N,,ANDE,False
ANDV,True,Andeavor Common Stock,N, ,False,100.0,False,,ANDV,ANDV,False
ANDX,True,Andeavor Logistics LP Common Units representing Limited Partner Interests,N, ,False,100.0,False,,ANDX,ANDX,False
ANET,True,"Arista Networks, Inc. Common Stock",N, ,False,100.0,False,,ANET,ANET,False
ANF,True,Abercrombie & Fitch Company Common Stock,N, ,False,100.0,False,,ANF,ANF,False
ANFI,True,Amira Nature Foods Ltd Ordinary Shares,N, ,False,100.0,False,,ANFI,ANFI,False
ANGI,True,ANGI Homeservices Inc. - Class A Common Stock,Q,Q,False,100.0,False,N,,ANGI,False
ANGL,True,VanEck Vectors Fallen Angel High Yield Bond,P, ,True,100.0,False,,ANGL,ANGL,False
ANGO,True,"AngioDynamics, Inc. - Common Stock",Q,Q,False,100.0,False,N,,ANGO,False
ANH,True,Anworth Mortgage Asset Corporation Common Stock,N, ,False,100.0,False,,ANH,ANH,False
ANH$A,True,Anworth Mortgage Asset Corporation Series A Preferred Stock,N, ,False,100.0,False,,ANHpA,ANH-A,False
ANH$B,True,Anworth Mortgage Asset  Corporation Preferred Stock Series B 6.25%,N, ,False,100.0,False,,ANHpB,ANH-B,False
ANH$C,True,Anworth Mortgage Asset  Corporation 7.625% Series C Cumulative Redeemable  Preferred Stock,N, ,False,100.0,False,,ANHpC,ANH-C,False
ANIK,True,Anika Therapeutics Inc. - Common Stock,Q,Q,False,100.0,False,N,,ANIK,False
ANIP,True,"ANI Pharmaceuticals, Inc. - Common Stock",Q,G,False,100.0,False,N,,ANIP,False
ANSS,True,"ANSYS, Inc. - Common Stock",Q,Q,False,100.0,False,N,,ANSS,False
ANTH,True,"Anthera Pharmaceuticals, Inc. - Common Stock",Q,S,False,100.0,False,N,,ANTH,False
ANTM,True,"Anthem, Inc. Common Stock",N, ,False,100.0,False,,ANTM,ANTM,False
ANTX,True,"Anthem, Inc. Corporate Units",N, ,False,100.0,False,,ANTX,ANTX,False
ANW,True,Aegean Marine Petroleum Network Inc. Common Stock,N, ,False,100.0,False,,ANW,ANW,False
ANY,True,Sphere 3D Corp. - Common Shares,Q,S,False,100.0,False,N,,ANY,False
AOA,True,iShares Core Aggressive Allocation ETF,P, ,True,100.0,False,,AOA,AOA,False
AOBC,True,American Outdoor Brands Corporation - Common Stock,Q,Q,False,100.0,False,N,,AOBC,False
AOD,True,Alpine Total Dynamic Dividend Fund Common Stock,N, ,False,100.0,False,,AOD,AOD,False
AOI,True,"Alliance One International, Inc. Common Stock",N, ,False,100.0,False,,AOI,AOI,False
AOK,True,iShares Core Conservative Allocation ETF,P, ,True,100.0,False,,AOK,AOK,False
AOM,True,iShares Core Moderate Allocation ETF,P, ,True,100.0,False,,AOM,AOM,False
AON,True,Aon plc Class A Ordinary Shares (UK),N, ,False,100.0,False,,AON,AON,False
AOR,True,iShares Core Growth Allocation ETF,P, ,True,100.0,False,,AOR,AOR,False
AOS,True,A.O. Smith Corporation Common Stock,N, ,False,100.0,False,,AOS,AOS,False
AOSL,True,Alpha and Omega Semiconductor Limited - Common Shares,Q,Q,False,100.0,False,N,,AOSL,False
AP,True,Ampco-Pittsburgh Corporation Common Stock,N, ,False,100.0,False,,AP,AP,False
APA,True,Apache Corporation Common Stock,N, ,False,100.0,False,,APA,APA,False
APAM,True,Artisan Partners Asset Management Inc. Class A Common Stock,N, ,False,100.0,False,,APAM,APAM,False
APB,True,"Asia Pacific Fund, Inc. (The)",N, ,False,100.0,False,,APB,APB,False
APC,True,Anadarko Petroleum Corporation Common Stock,N, ,False,100.0,False,,APC,APC,False
APD,True,"Air Products and Chemicals, Inc. Common Stock",N, ,False,100.0,False,,APD,APD,False
APDN,True,Applied DNA Sciences Inc - Common Stock,Q,S,False,100.0,False,N,,APDN,False
APDNW,True,Applied DNA Sciences Inc - Warrant,Q,S,False,100.0,False,N,,APDNW,False
APEI,True,"American Public Education, Inc. - Common Stock",Q,Q,False,100.0,False,N,,APEI,False
APEN,True,"Apollo Endosurgery, Inc. - Common Stock",Q,G,False,100.0,False,N,,APEN,False
APF,True,"Morgan Stanley Asia-Pacific Fund, Inc.",N, ,False,100.0,False,,APF,APF,False
APH,True,Amphenol Corporation Common Stock,N, ,False,100.0,False,,APH,APH,False
APHB,True,AmpliPhi Biosciences Corporation Common Stock,A, ,False,100.0,False,,APHB,APHB,False
APLE,True,"Apple Hospitality REIT, Inc. Common Shares",N, ,False,100.0,False,,APLE,APLE,False
APLP,True,"Archrock Partners, L.P. - Common Units representing Limited Partner Interests",Q,Q,False,100.0,False,N,,APLP,False
APLS,True,"Apellis Pharmaceuticals, Inc. - Common Stock",Q,Q,False,100.0,False,N,,APLS,False
APO,True,"Apollo Global Management, LLC Class A Common Shares Representing Class A Limitied Liability Company Interests",N, ,False,100.0,False,,APO,APO,False
APO$A,True,"Apollo Global Management, LLC 6.375% Series A Preferred Shares",N, ,False,100.0,False,,APOpA,APO-A,False
APO$B,True,"Apollo Global Management, LLC 6.375% Series B Preferred Shares",N, ,False,100.0,False,,APOpB,APO-B,False
APOG,True,"Apogee Enterprises, Inc. - Common Stock",Q,Q,False,100.0,False,N,,APOG,False
APOP,True,Cellect Biotechnology Ltd. - American Depositary Shares,Q,S,False,100.0,False,N,,APOP,False
APOPW,True,Cellect Biotechnology Ltd. - Warrants to Purchase ADR (1 WT and $7.50 to purchase 1 ADS),Q,S,False,100.0,False,N,,APOPW,False
APPF,True,"AppFolio, Inc. - Class A Common Stock",Q,G,False,100.0,False,N,,APPF,False
APPN,True,Appian Corporation - Class A Common Stock,Q,G,False,100.0,False,N,,APPN,False
APPS,True,"Digital Turbine, Inc. - Common Stock",Q,S,False,100.0,False,N,,APPS,False
APRI,True,"Apricus Biosciences, Inc. - Common Stock",Q,S,False,100.0,False,N,,APRI,False
APRN,True,"Blue Apron Holdings, Inc. Class A Common Stock",N, ,False,100.0,False,,APRN,APRN,False
APT,True,"Alpha Pro Tech, Ltd. Common Stock",A, ,False,100.0,False,,APT,APT,False
APTI,True,"Apptio, Inc. - Class A Common Stock",Q,G,False,100.0,False,N,,APTI,False
APTO,True,"Aptose Biosciences, Inc. - Common Shares",Q,S,False,100.0,False,N,,APTO,False
APTS,True,"Preferred Apartment Communities, Inc. Common Stock",N, ,False,100.0,False,,APTS,APTS,False
APTV,True,Aptiv PLC Ordinary Shares,N, ,False,100.0,False,,APTV,APTV,False
APU,True,"AmeriGas Partners, L.P. Common Stock",N, ,False,100.0,False,,APU,APU,False
APVO,True,Aptevo Therapeutics Inc. - Common Stock,Q,Q,False,100.0,False,N,,APVO,False
APWC,True,"Asia Pacific Wire & Cable Corporation Limited - Common shares, Par value .01 per share",Q,G,False,100.0,False,N,,APWC,False
AQ,True,Aquantia Corp. Common Stock,N, ,False,100.0,False,,AQ,AQ,False
AQB,True,"AquaBounty Technologies, Inc. - Common Stock",Q,S,False,100.0,False,N,,AQB,False
AQMS,True,"Aqua Metals, Inc. - Common Stock",Q,S,False,100.0,False,N,,AQMS,False
AQN,True,Algonquin Power & Utilities Corp. Common Shares,N, ,False,100.0,False,,AQN,AQN,False
AQUA,True,Evoqua Water Technologies Corp. Common Stock,N, ,False,100.0,False,,AQUA,AQUA,False
AQXP,True,"Aquinox Pharmaceuticals, Inc. - Common Stock",Q,G,False,100.0,False,N,,AQXP,False
AR,True,Antero Resources Corporation Common Stock,N, ,False,100.0,False,,AR,AR,False
ARA,True,"American Renal Associates Holdings, Inc Common Stock",N, ,False,100.0,False,,ARA,ARA,False
ARAY,True,Accuray Incorporated - Common Stock,Q,Q,False,100.0,False,N,,ARAY,False
ARC,True,"ARC Document Solutions, Inc. Common Stock",N, ,False,100.0,False,,ARC,ARC,False
ARCB,True,ArcBest Corporation - Common Stock,Q,Q,False,100.0,False,N,,ARCB,False
ARCC,True,Ares Capital Corporation - Closed End Fund,Q,Q,False,100.0,False,N,,ARCC,False
ARCH,True,"Arch Coal, Inc. Class A Common Stock",N, ,False,100.0,False,,ARCH,ARCH,False
ARCI,True,"Appliance Recycling Centers of America, Inc. - Common Stock",Q,S,False,100.0,False,N,,ARCI,False
ARCM,True,Arrow Reserve Capital Management ETF,Z, ,True,100.0,False,,ARCM,ARCM,False
ARCO,True,Arcos Dorados Holdings Inc. Class A Shares,N, ,False,100.0,False,,ARCO,ARCO,False
ARCT,True,Arcturus Therapeutics Ltd. - Ordinary Shares,Q,G,False,100.0,False,N,,ARCT,False
ARCW,True,"ARC Group Worldwide, Inc. - Common Stock",Q,S,False,100.0,False,N,,ARCW,False
ARD,True,Ardagh Group S.A. Common Shares,N, ,False,100.0,False,,ARD,ARD,False
ARDC,True,"Ares Dynamic Credit Allocation Fund, Inc. Common Shares",N, ,False,100.0,False,,ARDC,ARDC,False
ARDM,True,Aradigm Corporation - Common Stock,Q,S,False,100.0,False,D,,ARDM,False
ARDX,True,"Ardelyx, Inc. - Common Stock",Q,G,False,100.0,False,N,,ARDX,False
ARE,True,"Alexandria Real Estate Equities, Inc. Common Stock",N, ,False,100.0,False,,ARE,ARE,False
ARE$D,True,"Alexandria Real Estate Equities, Inc. 7.00% Series D Cumulative Convertible Preferred Stock",N, ,False,100.0,False,,AREpD,ARE-D,False
